tool,sentence,neg,pos,neu,com
zipkin,I have this in my spring boot application.properties file,0.0,0.0,1.0,0.0
zipkin,But still I see that traceId is being generated for url /api/v1/hello and I also can visualize this request in Zipkin.,0.0,0.0,1.0,0.0
zipkin,I have also tried spring.sleuth.web.additional-skip-pattern to achieve this but that also doesn't help.,0.208,0.0,0.792,-0.438
zipkin,How  can I achieve this?,0.0,0.0,1.0,0.0
zipkin,Thanks in advance.,0.0,0.592,0.408,0.4404
zipkin,I have to configure two separate Kafka brokers (as on example below) and this is working just fine - I have my writes and reads on different Kafkas.,0.0,0.07,0.93,0.2023
zipkin,But also I need to configure zipkin+sleuth in application - and only way I can do this is via adding:,0.0,0.0,1.0,0.0
zipkin,"As soon, as  spring.kafka.bootstrap-servers  added, it started to override  kafka2.environment.spring.cloud.stream.kafka.binder.brokers  - so application just trying to write to kafka on dev1-stage.dub, instead of dev2-stage.dub.",0.0,0.0,1.0,0.0
zipkin,How can I prevent this overriding?,0.0,0.216,0.784,0.0258
zipkin,Or how I should rework configuration to support both sets of kafka brokers along with zipkin?,0.0,0.162,0.838,0.4019
zipkin,I am trying to deploy zipkin within k8s.,0.0,0.0,1.0,0.0
zipkin,I am using elasticsearch (version 6.8.8) as storage.,0.0,0.0,1.0,0.0
zipkin,The deployment works fine and the server starts.,0.0,0.205,0.795,0.2023
zipkin,"However, I only can access the server with a port-forward.",0.0,0.0,1.0,0.0
zipkin,$ kubectl -n ns-zipkin port-forward zipkin-bdcf7f78b-shd9p 8888:9411,0.0,0.0,1.0,0.0
zipkin,After that I can access  http://localhost:8888/zipkin/,0.0,0.0,1.0,0.0
zipkin,What could be the reason?,0.0,0.0,1.0,0.0
zipkin,Already the deployment of the service does not get an endpoint (see  in output below) which I would expect.,0.0,0.0,1.0,0.0
zipkin,deployment.yaml,0.0,0.0,1.0,0.0
zipkin,$ kubectl -n ns-zipkin describe deployment zipkin,0.0,0.0,1.0,0.0
zipkin,service.yaml,0.0,0.0,1.0,0.0
zipkin,$ kubectl -n ns-zipkin describe service zipkin,0.0,0.0,1.0,0.0
zipkin,ingress.yaml,0.0,0.0,1.0,0.0
zipkin,$ kubectl -n ns-zipkin describe ingress,0.0,0.0,1.0,0.0
zipkin,"I'm using openzipkin/zipkin:2.21.5 run on okd openshift with some basic default conf (possibly docker run -d -p 9411:9411 openzipkin/zipkin - but I'm not sure, it was installed by admin).",0.083,0.0,0.917,-0.3491
zipkin,After about one minute I can't go into details of trace from search page to which I could go before moment.,0.0,0.0,1.0,0.0
zipkin,Maybe Zipkin server is running out of memory and deletes old spans - are there any statistics about it?,0.0,0.0,1.0,0.0
zipkin,"Maybe it has some default number of detained traces in some circular buffer, if so, how can I increase it?",0.12,0.171,0.709,0.0422
zipkin,How can it be checked and configured?,0.0,0.0,1.0,0.0
zipkin,Where can I find any documentation about Zipkin server configuration?,0.0,0.0,1.0,0.0
zipkin,"https://hub.docker.com/r/openzipkin/zipkin  states mysql is deprecated,  elasticsearch  link is broken, in-memory is not for prod, where can I find a doc for production configuration?",0.134,0.0,0.866,-0.4767
zipkin,How can I force a Zipkin span to be exportable?,0.0,0.0,1.0,0.0
zipkin,"In below code spans are sometimes exportable, sometimes not in a non repeatable manner.",0.0,0.0,1.0,0.0
zipkin,"It seems to me that if I comment first scopedSpan, than second manually created spanInScope is exportable, but how can first scopedSpan prevent second spanInScope from being exportable?",0.0,0.096,0.904,0.1655
zipkin,How do they interfere?,0.0,0.0,1.0,0.0
zipkin,We have  spring-cloud-starter-sleuth  and  spring-cloud-starter-zipkin  dependencies in in other microservices and we are able to see the traces on the  zipkin  dashboard.,0.0,0.0,1.0,0.0
zipkin,We also want to show the custom messages on zipkin i.e whatever log messages we are logging in our controller methods.,0.0,0.061,0.939,0.0772
zipkin,we want to show additional log data on zipkin.,0.0,0.14,0.86,0.0772
zipkin,Is there any way to show these  logger.info  messages on the zipkin dashboard?,0.0,0.0,1.0,0.0
zipkin,"Also, is there any way to customize the format of messages being sent to zipkin?",0.0,0.0,1.0,0.0
zipkin,"we want to show message in something like  %d{yyyy-MMM-dd HH:mm:ss.SSS} %5p [%X{X-B3-TraceId:-},%X{X-B3-SpanId:-}] [%thread] %logger{15} - %replace(%msg %ex){'[\\r\\n]+', '\\n'}%nopex%n  format.",0.0,0.192,0.808,0.4215
zipkin,"I tried in Windows 10 machine to coonect RabbitMQ (3.6.11 version installed with Erlang 20) to ZipKin, but I got the following error:",0.151,0.0,0.849,-0.5499
zipkin,"org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'armeriaServer' defined in com.linecorp.armeria.spring.ArmeriaAutoConfiguration: Unsatisfied dependency expressed through method 'armeriaServer' parameter 4; nested exception is org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'serverConfigurator' defined in zipkin2.server.internal.ZipkinHttpConfiguration: Unsatisfied dependency expressed through method 'serverConfigurator' parameter 2; nested exception is org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'zipkin2.server.internal.health.ZipkinHealthController': Unsatisfied dependency expressed through constructor parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'rabbitMq' defined in zipkin2.server.internal.rabbitmq.ZipkinRabbitMQCollectorConfiguration: Invocation of init method failed; nested exception is java.io.UncheckedIOException: Unable to establish connection to RabbitMQ server: Connection refused: connect
at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:797) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:538) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:1338) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1177) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:557) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:517) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:323) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:226) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:321) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:893) ~[spring-beans-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:879) ~[spring-context-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:551) ~[spring-context-5.2.7.RELEASE.jar!/:5.2.7.RELEASE]
at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:758) ~[spring-boot-2.3.1.RELEASE.jar!/:2.3.1.RELEASE]
at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:750) [spring-boot-2.3.1.RELEASE.jar!/:2.3.1.RELEASE]
at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:397) [spring-boot-2.3.1.RELEASE.jar!/:2.3.1.RELEASE]
at org.springframework.boot.SpringApplication.run(SpringApplication.java:315) [spring-boot-2.3.1.RELEASE.jar!/:2.3.1.RELEASE]
at org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:140) [spring-boot-2.3.1.RELEASE.jar!/:2.3.1.RELEASE]
at zipkin.server.ZipkinServer.main(ZipkinServer.java:54) [classes!/:?]",0.154,0.053,0.793,-0.9499
zipkin,at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?,0.0,0.0,1.0,0.0
zipkin,":1.8.0_251]
at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[?",0.0,0.0,1.0,0.0
zipkin,":1.8.0_251]
at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[?",0.0,0.0,1.0,0.0
zipkin,":1.8.0_251]
at java.lang.reflect.Method.invoke(Unknown Source) ~[?",0.0,0.0,1.0,0.0
zipkin,":1.8.0_251]
at org.springframework.boot.loader.MainMethodRunner.run(MainMethodRunner.java:49) [zipkin-server-2.21.5-exec.jar:?]",0.0,0.0,1.0,0.0
zipkin,at org.springframework.boot.loader.Launcher.launch(Launcher.java:109) [zipkin-server-2.21.5-exec.jar:?],0.0,0.0,1.0,0.0
zipkin,at org.springframework.boot.loader.Launcher.launch(Launcher.java:58) [zipkin-server-2.21.5-exec.jar:?],0.0,0.0,1.0,0.0
zipkin,at org.springframework.boot.loader.JarLauncher.main(JarLauncher.java:88) [zipkin-server-2.21.5-exec.jar:?],0.0,0.0,1.0,0.0
zipkin,Caused by: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'serverConfigurator' defined in zipkin2.server.internal.ZipkinHttpConfiguration: Unsatisfied dependency expressed through method 'serverConfigurator' parameter 2; nested exception is org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'zipkin2.server.internal.health.ZipkinHealthController': Unsatisfied dependency expressed through constructor parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'rabbitMq' defined in zipkin2.server.internal.rabbitmq.ZipkinRabbitMQCollectorConfiguration: Invocation of init method failed; nested exception is java.io.UncheckedIOException: Unable to establish connection to RabbitMQ server: Connection refused: connect,0.225,0.078,0.697,-0.9081
zipkin,Caused by: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'zipkin2.server.internal.health.ZipkinHealthController': Unsatisfied dependency expressed through constructor parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'rabbitMq' defined in zipkin2.server.internal.rabbitmq.ZipkinRabbitMQCollectorConfiguration: Invocation of init method failed; nested exception is java.io.UncheckedIOException: Unable to establish connection to RabbitMQ server: Connection refused: connect,0.231,0.075,0.695,-0.8481
zipkin,Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'rabbitMq' defined in zipkin2.server.internal.rabbitmq.ZipkinRabbitMQCollectorConfiguration: Invocation of init method failed; nested exception is java.io.UncheckedIOException: Unable to establish connection to RabbitMQ server: Connection refused: connect,0.219,0.059,0.722,-0.7184
zipkin,Caused by: java.io.UncheckedIOException: Unable to establish connection to RabbitMQ server: Connection refused: connect,0.155,0.0,0.845,-0.296
zipkin,Caused by: java.net.ConnectException: Connection refused: connect,0.306,0.0,0.694,-0.296
zipkin,I’m trying to implement an async one way span in zipkin.,0.0,0.0,1.0,0.0
zipkin,Effectively 2 different processes share a span and need to capture between them.,0.0,0.362,0.638,0.6249
zipkin,"Per the documentation , I am using the ‘cs’ and ‘sr’ annotations on the span, however don’t see the duration being captured accurately.",0.0,0.0,1.0,0.0
zipkin,"Brave version: io.zipkin.brave:brave:5.12.3
Zipkin server version:2.21.4
Using it as an in memory storage currently.",0.0,0.207,0.793,0.5267
zipkin,"This is what I’m currently doing:
Client Side:
Tracer.tospan(spancontext).",0.0,0.0,1.0,0.0
zipkin,Annotate(cs).start().flush(),0.0,0.0,1.0,0.0
zipkin,"Server Side:
Tracer.joinSpan(spancontext).",0.0,0.0,1.0,0.0
zipkin,Annotate(sr).start().flush(),0.0,0.0,1.0,0.0
zipkin,The spans Json shows 2 spans of kind Client and server.,0.0,0.274,0.726,0.5267
zipkin,Their time stamps are accurate and they have no duration.,0.196,0.0,0.804,-0.296
zipkin,In the trace graph I expect to see the span having duration as the difference between the timestamp of the client and server spans.,0.0,0.0,1.0,0.0
zipkin,However I don’t.,0.0,0.0,1.0,0.0
zipkin,I do see the expected  duration under the ‘server start’ annotation on the right pane as the ‘relative time’.,0.0,0.0,1.0,0.0
zipkin,Is there anyway to see this as a duration on the span itself?,0.0,0.0,1.0,0.0
zipkin,Is this expected behaviour or am I missing anything?,0.239,0.0,0.761,-0.296
zipkin,"Trying to integrate zipkin and brave in my cxf application, application is having spring xml configuration.",0.0,0.185,0.815,0.5267
zipkin,reference page  https://cxf.apache.org/docs/using-openzipkin-brave.html  is quite outdated and does not include new implementation of different libraries.,0.0,0.0,1.0,0.0
zipkin,Would appreciate any doc or reference for integrating same.,0.0,0.252,0.748,0.4019
zipkin,cxf-version,0.0,0.0,1.0,0.0
zipkin,I am following the tutorial for creating tracing application  zipkin  and  sleuth  but I am having some trouble.,0.185,0.084,0.731,-0.4497
zipkin,I cannot create a span.,0.476,0.0,0.524,-0.2057
zipkin,The problem is that the method does not exist.,0.252,0.0,0.748,-0.4019
zipkin,Also I cannot find the import for the tracer.,0.0,0.0,1.0,0.0
zipkin,This is what I am trying to do:,0.0,0.0,1.0,0.0
zipkin,Why is the implementation above not working?,0.0,0.0,1.0,0.0
zipkin,I want to integrate spring sleuth zipkin server with elastic server.,0.0,0.126,0.874,0.0772
zipkin,Can anyone please help how to integrate?,0.0,0.5,0.5,0.6124
zipkin,This is specifically for Zipkin's Elastic Search storage connector.,0.0,0.0,1.0,0.0
zipkin,Which does not do the index that you can use Curator.,0.0,0.0,1.0,0.0
zipkin,Is there a way of  automatically  removing old traces and have that as part of the ElasticSearch configuration (rather than building yet another service or cron job)  Since I am using it for a development server I just need it wiped every hour or so.,0.0,0.0,1.0,0.0
zipkin,I am new to zipkin server.,0.0,0.0,1.0,0.0
zipkin,I am trying to run a zipkin-server-2.12.9-exec on linux server facing the below exception.,0.0,0.0,1.0,0.0
zipkin,"2020-03-09 15:36:28.796  WARN 1685 --- [           main] s.c.a.AnnotationConfigApplicationContext : Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'armeriaServer' defined in com.linecorp.armeria.spring.ArmeriaAutoConfiguration: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.linecorp.armeria.server.Server]: Factory method 'armeriaServer' threw exception; nested exception is java.util.concurrent.CompletionException: java.lang.IllegalStateException: Armeria server failed to start
2020-03-09 15:36:28.805  INFO 1685 --- [           main] ConditionEvaluationReportLoggingListener :
Error starting ApplicationContext.",0.248,0.028,0.723,-0.9436
zipkin,To display the conditions report re-run your application with 'debug' enabled.,0.0,0.0,1.0,0.0
zipkin,"2020-03-09 15:36:28.806 ERROR 1685 --- [           main] o.s.b.SpringApplication                  : Application run failed
org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'armeriaServer' defined in com.linecorp.armeria.spring.ArmeriaAutoConfiguration: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.linecorp.armeria.server.Server]: Factory method 'armeriaServer' threw exception; nested exception is java.util.concurrent.CompletionException: java.lang.IllegalStateException: Armeria server failed to start",0.304,0.035,0.661,-0.9526
zipkin,I want to use stackdriver trace as a back end for distributed tracing in istio.,0.0,0.098,0.902,0.0772
zipkin,"I installed Docker on the VM of GCP, and run the image of zipkin-gcp.",0.0,0.0,1.0,0.0
zipkin,"Then, according to the official documentation, I configured istio to send spans to this VM.",0.0,0.0,1.0,0.0
zipkin,"However, no trace was displayed in the stackdriver trace.",0.216,0.0,0.784,-0.296
zipkin,"To isolate the problem, I stopped zipkin-gcp and checked if packets were being sent with tcpdump.",0.348,0.0,0.652,-0.6597
zipkin,"As a result, it was found that nothing was sent.",0.0,0.0,1.0,0.0
zipkin,I have confirmed port 9411 connectivity from the kubernetes cluster to the VM.,0.0,0.0,1.0,0.0
zipkin,How do I send a trace to an external zipkin server with istio?,0.0,0.0,1.0,0.0
zipkin,"I am trying to configure Istio control Plane to use zipkin as tracing backend, but I can't.",0.0,0.0,1.0,0.0
zipkin,"In their docs, they state that in order to do this, I just have to pass the following parameters when installing Istio:",0.0,0.0,1.0,0.0
zipkin,--set values.tracing.enabled=true  and  --set values.tracing.provider=zipkin .,0.0,0.0,1.0,0.0
zipkin,My problem is that I have installed Istio manually.,0.278,0.0,0.722,-0.4019
zipkin,"I found the parameter  provider: jaeger  in the  Configmap   istio-sidecar-injector , and made the change, then killed the control plane so it would be re-deployed with zipkin, but didn't work.",0.092,0.0,0.908,-0.4118
zipkin,Does anyone know what object/s should I manipulate to get zipkin?,0.0,0.0,1.0,0.0
zipkin,pom.xml,0.0,0.0,1.0,0.0
zipkin,class,0.0,0.0,1.0,0.0
zipkin,Please tell me how to solve the issue?,0.0,0.406,0.594,0.4767
zipkin,I have implemented different microservice where internal communication is taking place by camel and rabbitMQ with different exchange and queue.,0.0,0.0,1.0,0.0
zipkin,"I'm using  camel-zipkin  for tracing, and  log4j2  for logging.",0.0,0.0,1.0,0.0
zipkin,Ex:,0.0,0.0,1.0,0.0
zipkin,I am using Springboot  1.5.12.RELEASE  and  Camel  2.21.5 version   with the following dependencies (of camel):,0.0,0.0,1.0,0.0
zipkin,I need suggestion for my two problems,0.351,0.0,0.649,-0.4019
zipkin,My Questions are :,0.0,0.0,1.0,0.0
zipkin,Sample Code :,0.0,0.0,1.0,0.0
zipkin,Pom.xml,0.0,0.0,1.0,0.0
zipkin,SpringBoot Application,0.0,0.0,1.0,0.0
zipkin,RabbitMQConfig,0.0,0.0,1.0,0.0
zipkin,Controller adding message to queue,0.0,0.0,1.0,0.0
zipkin,RouteBuilder,0.0,0.0,1.0,0.0
zipkin,MessageActivity,0.0,0.0,1.0,0.0
zipkin,SmsActivity,0.0,0.0,1.0,0.0
zipkin,Output,0.0,0.0,1.0,0.0
zipkin,"While creating a Zipkin Server with Spring Boot(v2), I am facing Whitelabel Error Page. 
        """,0.181,0.148,0.671,-0.128
zipkin,"Whitelabel Error Page 
        This application has no explicit mapping for /error, so you are seeing this as a fallback.",0.234,0.0,0.766,-0.5994
zipkin,"Wed Oct 30 11:21:35 IST 2019
        There was an unexpected error (type=Not Found, status=404).",0.172,0.0,0.828,-0.4019
zipkin,"No message available 
        "" 
And also while i run the application in spring boot, i get: 
        ""  Cannot find template location: classpath:/templates/ (please add some templates or check your 
        Thymeleaf configuration) """,0.078,0.0,0.922,-0.296
zipkin,Please help me to resolve this,0.0,0.717,0.283,0.765
zipkin,"In the logs, Zipkin status is coming as true but I can not see it in the Zipkin UI.",0.0,0.101,0.899,0.2263
zipkin,The same things are working for the zuul but not for the other microservices.,0.0,0.0,1.0,0.0
zipkin,dependencies,0.0,0.0,1.0,0.0
zipkin,properties:,0.0,0.0,1.0,0.0
zipkin,"The only difference between zuul and this microservice is, it is using the spring cloud stream as well.",0.0,0.11,0.89,0.2732
zipkin,Can it be a reason?,0.0,0.0,1.0,0.0
zipkin,"I try to setup zipkin, elasticsearch, prometheus and grafana with docker-compose.yml 
When I run dockers, see in the log:",0.0,0.0,1.0,0.0
zipkin,dependencies_zipkin | 19/09/30 14:37:09 ERROR NetworkClient: Node [172.28.0.2:9200] failed (java.net.ConnectException: Connection refused (Connection refused)); no other nodes left - aborting...,0.443,0.0,0.557,-0.8788
zipkin,I'm on MacOS X with docker 2.1.0.3,0.0,0.0,1.0,0.0
zipkin,the content of my docker-compose.yml is this one:,0.0,0.0,1.0,0.0
zipkin,"When I connect to localhost:9200, I see that elasticsearch is working fine and on port 9411, zipkin is deployed but I have the error:",0.148,0.058,0.793,-0.4854
zipkin,ERROR: cannot load service names: server error (Service Unavailable)(due to the network error,0.469,0.0,0.531,-0.8331
zipkin,"In the log, I have this information:",0.0,0.0,1.0,0.0
zipkin,105 ^[[35mdependencies_zipkin |^[[0m 19/09/30 14:45:20 ERROR NetworkClient: Node [172.28.0.2:9200] failed (java.net.ConnectException: Connection refused (Connection refused)); no     other nodes left - aborting...,0.41,0.0,0.59,-0.8788
zipkin,and this one,0.0,0.0,1.0,0.0
zipkin,"^[[31mzipkin          |^[[0m java.lang.IllegalStateException: couldn't connect any of [Endpoint{storage:80, ipAddr=172.28.0.2, weight=1000}]",0.0,0.0,1.0,0.0
zipkin,Any idea?,0.0,0.0,1.0,0.0
zipkin,"UPDATE
by using mysql it is working fine, so the problem is at the level of elastic search.",0.143,0.087,0.77,-0.2911
zipkin,I tried alsoo by using,0.0,0.0,1.0,0.0
zipkin,"""STORAGE_PORT_9200_TCP_ADDR=127.0.0.1""",0.0,0.0,1.0,0.0
zipkin,but the issue still occurs.,0.0,0.0,1.0,0.0
zipkin,"UPDATE
As mention is the solution gave by Brian, I have to use:",0.0,0.173,0.827,0.3182
zipkin,ES_HOSTS= http://storage:9300,0.0,0.0,1.0,0.0
zipkin,"the key is on port, I was using the port 9200",0.0,0.0,1.0,0.0
zipkin,The error disappear between zipkin and es but still occurs between es and zipkin-dependencies.,0.216,0.0,0.784,-0.3182
zipkin,I use zipking for testing with curl post.,0.0,0.0,1.0,0.0
zipkin,Examples for post  https://zipkin.io/zipkin-api/#/default/post_spans,0.0,0.0,1.0,0.0
zipkin,503 Service Unavailable,0.0,0.0,1.0,0.0
zipkin,"zipkin in docker, logs in container:",0.0,0.0,1.0,0.0
zipkin,"2019-07-24 07:05:42.383 WARN 1 --- [orker-epoll-2-5]
  z.s.i.BodyIsExceptionMessage : Unexpected error handling request.",0.377,0.0,0.623,-0.5904
zipkin,com.linecorp.armeria.common.stream.AbortedStreamException: null,0.0,0.0,1.0,0.0
zipkin,I also tried example:,0.0,0.0,1.0,0.0
zipkin,but I do not sees in web ui.,0.0,0.0,1.0,0.0
zipkin,What is the corresponding command for “STORAGE_TYPE=mysql MYSQL_USER=root java -jar zipkin.jar” under cmd?,0.0,0.0,1.0,0.0
zipkin,"I succeeded in Ubuntu, but the cmd in Windows has never been successful.",0.257,0.119,0.625,-0.4953
zipkin,My spring boot application has some problem.,0.31,0.0,0.69,-0.4019
zipkin,Zipkin and jdbc can not coexist together.,0.0,0.0,1.0,0.0
zipkin,It is normal to have only one zipkin or jdbc.,0.0,0.0,1.0,0.0
zipkin,Maven dependency:,0.0,0.0,1.0,0.0
zipkin,Exception:,0.0,0.0,1.0,0.0
zipkin,Nested exception is:,0.0,0.0,1.0,0.0
zipkin,org.springframework.beans.factory.BeanCreationNotAllowedException: Error creating bean with name 'eurekaClientConfigBean': Singleton bean creation not allowed while singletons of this factory are in destruction (Do not request a bean from a BeanFactory in a destroy method implementation!),0.258,0.109,0.633,-0.784
zipkin,Trying to add Zipkin mysql tracing instrumentation by including the following library in a Spring Boot Application,0.0,0.0,1.0,0.0
zipkin,And appending the following to my jdbc connection string:,0.0,0.0,1.0,0.0
zipkin,Existing DB connection is using a c3po connection pool configured as follows:,0.0,0.0,1.0,0.0
zipkin,but running into issue starting service when attempting to acquire connections from the pool:,0.0,0.0,1.0,0.0
zipkin,We are in process to keep all monitoring and logging stuff outside of AKS.,0.0,0.0,1.0,0.0
zipkin,we got some success with Azure log analytics as well.,0.0,0.42,0.58,0.7003
zipkin,I am checking if Azure log analytics provide any feature similar to zipkin.,0.0,0.0,1.0,0.0
zipkin,i.e.,0.0,0.0,1.0,0.0
zipkin,providing trace of REST API.,0.0,0.0,1.0,0.0
zipkin,I hope you can help me.,0.0,0.651,0.349,0.6808
zipkin,Let's use for example this very simple code,0.0,0.0,1.0,0.0
zipkin,Like you can see this microservice only forwards messages from one kafka-topic to another.,0.0,0.161,0.839,0.3612
zipkin,I also want to send this data to zipkin to see the duration of the messages or something like that.,0.0,0.183,0.817,0.4215
zipkin,Maybe I've seen the solution and don't get it but I realy have looked for a solution but didn't find one.,0.0,0.213,0.787,0.5574
zipkin,You are my last hope.,0.0,0.42,0.58,0.4404
zipkin,I have seen the brave api but I don't realy understand how to use it for kafka.,0.0,0.136,0.864,0.296
zipkin,I,0.0,0.0,0.0,0.0
zipkin,I am new to sleuth and zipkin.,0.0,0.0,1.0,0.0
zipkin,I have logged some messages and sleuth is appending trace id and space id for those messages.,0.0,0.0,1.0,0.0
zipkin,I am using zipkin to visualize it.,0.0,0.0,1.0,0.0
zipkin,I am able to see timings at different microservices.,0.0,0.0,1.0,0.0
zipkin,Can we see logger messages(we put at different microservices) in zipkin UI by trace id?,0.0,0.0,1.0,0.0
zipkin,I am new to distributed tracing and trying to use the example explained in the video  https://www.youtube.com/watch?v=CFLZJSwbYI0,0.0,0.0,1.0,0.0
zipkin,In short this has following,0.0,0.0,1.0,0.0
zipkin,Now when I run zipkin server using command,0.0,0.0,1.0,0.0
zipkin,java -jar zipkin.jar,0.0,0.0,1.0,0.0
zipkin,"and accesing zipkin at url
     http://localhost:9411/zipkin",0.0,0.0,1.0,0.0
zipkin,So far everything works fine.,0.0,0.31,0.69,0.2023
zipkin,Now I am starting zipkin-client/service which is running at port 8081/8082,0.0,0.0,1.0,0.0
zipkin,After this i accessed zipkin url ( http://localhost:9411/zipkin ) but it's broken now.,0.316,0.0,0.684,-0.631
zipkin,I am wondering why starting other service on port 8081/8081 is causing zipkin server to stop responding.,0.128,0.0,0.872,-0.296
zipkin,Any kind of help is much appreciated!!,0.0,0.557,0.443,0.7423
zipkin,!,0.0,0.0,0.0,0.0
zipkin,"I am upgrading an application to Spring Boot 2.1.3 (from 1.5.x), and I am facing an issue at startup time.",0.0,0.0,1.0,0.0
zipkin,Below block can't be bound properly :,0.367,0.0,0.633,-0.4404
zipkin,I am getting this error :,0.51,0.0,0.49,-0.481
zipkin,A bit before I am getting a WARN log announcing the issue :,0.211,0.0,0.789,-0.2808
zipkin,"I am trying to follow in debug, and I end up pretty deep in Spring Boot internals 
 in  org.springframework.boot.context.properties.bind.Binder  .",0.0,0.167,0.833,0.4939
zipkin,I have a similar app with more or less same version for which it works just fine.,0.0,0.114,0.886,0.2023
zipkin,"I am trying to find a difference, compare the execution flows, but not finding anything obvious.",0.0,0.0,1.0,0.0
zipkin,"In IntelliJ, I get the auto-completion so I know my yaml is formatted properly : the ""web"" value is proposed to me.",0.0,0.118,0.882,0.34
zipkin,Any idea of how to investigate this kind of issue ?,0.0,0.0,1.0,0.0
zipkin,"I found there is an old issue  Sleuth/Zipkin tracing with @ControllerAdvice , but I meet the same problem with the latest version(spring-cloud-starter-zipkin:2.1.0.RELEASE), I debug it and find that the error is null, so zipkin just guess with statuscode.",0.182,0.0,0.818,-0.7964
zipkin,I have to throw the exception again to make zipkin notify the exception,0.0,0.0,1.0,0.0
zipkin,error is null,0.574,0.0,0.426,-0.4019
zipkin,zipkin result,0.0,0.0,1.0,0.0
zipkin,ControllerAdvice,0.0,0.0,1.0,0.0
zipkin,"throw the exception again, it works",0.0,0.0,1.0,0.0
zipkin,"In the micro-services based architecture , I have a services which helps me to fetch order details .",0.0,0.167,0.833,0.3818
zipkin,"Internally order details fetches - customer details , delivery details , product details .",0.0,0.0,1.0,0.0
zipkin,We have all services developed and the architecture is established.,0.0,0.0,1.0,0.0
zipkin,No we export everything to zipkin with the sampler rate of 100%.,0.167,0.0,0.833,-0.296
zipkin,"So it includes - INFO level logs and error level logs also , currently it is useful but we already have separate mechanism for ERROR level logs.",0.213,0.064,0.723,-0.6756
